0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.010
0.000	-0.010
0.000	-0.010
0.000	-0.010
0.000	-0.010
0.000	-0.010
0.000	-0.010
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.010
0.000	-0.005
0.000	-0.005
0.000	-0.010
0.000	-0.010
0.000	-0.010
0.000	-0.010
0.000	-0.010
0.000	-0.010
0.000	-0.010
0.000	-0.005
0.000	-0.005
0.000	-0.010
0.000	-0.010
0.000	-0.010
0.000	-0.010
0.000	-0.010
0.000	-0.010
0.000	-0.010
0.000	-0.010
0.000	-0.010
0.000	-0.005
0.000	-0.010
0.000	-0.010
0.000	-0.010
0.000	-0.010
0.000	-0.010
0.000	-0.010
0.000	-0.010
0.000	-0.010
0.000	-0.005
0.000	-0.010
0.000	-0.010
0.000	-0.010
0.000	-0.010
0.000	-0.005
0.000	-0.010
0.000	-0.005
0.000	-0.005
0.000	-0.010
0.000	-0.005
0.000	-0.010
0.000	-0.010
0.000	-0.010
0.000	-0.010
0.000	-0.010
0.000	-0.010
0.000	-0.010
0.000	-0.010
0.000	-0.005
0.000	-0.010
0.000	-0.005
0.000	-0.010
0.000	-0.005
0.000	-0.010
0.000	-0.005
0.000	-0.005
0.000	-0.010
0.000	-0.005
0.000	-0.010
0.000	-0.010
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.010
0.000	-0.010
0.000	-0.010
0.000	-0.005
0.000	-0.010
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	0.000
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.010
0.000	-0.005
0.000	-0.010
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.010
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	0.000
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	0.000
0.005	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	0.000
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	0.000
0.000	0.000
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	0.000
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	0.000
0.005	-0.005
0.000	0.000
0.000	-0.005
0.000	0.000
0.005	0.000
0.005	0.000
0.000	0.000
0.005	0.000
0.005	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	0.000
0.005	0.000
0.005	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.005	-0.005
0.000	-0.005
0.000	-0.005
0.005	-0.005
0.000	-0.005
0.000	-0.005
0.005	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.005	-0.005
0.000	-0.010
0.005	-0.005
0.005	-0.005
0.000	-0.010
0.005	-0.005
0.000	-0.005
0.005	-0.005
0.000	0.000
0.005	-0.005
0.000	0.000
0.005	-0.005
0.000	-0.005
0.000	0.000
0.005	-0.005
0.005	-0.005
0.005	0.000
0.005	-0.005
0.000	-0.005
0.000	-0.005
0.005	0.000
0.005	0.000
0.005	-0.005
0.005	-0.005
0.005	-0.005
0.005	-0.005
0.005	-0.005
0.005	-0.005
0.005	-0.005
0.005	-0.005
0.005	-0.005
0.005	0.000
0.005	0.000
0.005	-0.005
0.005	0.000
0.005	0.000
0.005	-0.005
0.000	0.000
0.005	0.000
0.005	0.000
0.005	0.000
0.005	0.000
0.005	-0.005
0.005	-0.005
0.005	0.000
0.005	0.000
0.000	0.000
0.005	0.000
0.005	0.000
0.005	-0.005
0.005	-0.005
0.000	0.000
0.005	-0.005
0.005	-0.005
0.005	0.000
0.005	0.000
0.005	0.000
0.005	-0.005
0.005	0.000
0.005	0.000
0.005	-0.005
0.005	0.000
0.005	-0.005
0.000	0.000
0.005	0.000
0.005	0.000
0.005	0.000
0.005	-0.005
0.005	0.000
0.005	0.000
0.005	0.000
0.005	0.000
0.005	0.005
0.005	0.000
0.005	-0.005
0.005	0.000
0.005	0.000
0.005	0.000
0.005	0.000
0.005	0.000
0.005	-0.005
0.005	-0.005
0.005	-0.005
0.000	-0.005
0.005	-0.005
0.005	-0.005
0.005	-0.005
0.005	-0.005
0.005	-0.005
0.005	-0.005
0.005	-0.005
0.005	0.000
0.005	-0.005
0.000	-0.005
0.005	-0.005
0.005	-0.005
0.005	-0.005
0.005	-0.005
0.005	-0.005
0.005	-0.005
0.005	-0.005
0.005	0.000
0.005	-0.005
0.005	0.000
0.005	0.000
0.005	0.000
0.005	0.000
0.005	0.000
0.005	0.000
0.005	0.000
0.005	-0.005
0.005	-0.005
0.005	-0.005
0.005	-0.005
0.005	0.000
0.005	0.000
0.005	0.000
0.005	-0.005
0.005	0.000
0.005	-0.005
0.000	0.000
0.005	0.000
0.005	0.000
0.005	0.000
0.005	-0.005
0.000	-0.005
0.005	0.000
0.005	-0.005
0.005	-0.005
0.000	-0.005
0.000	-0.005
0.005	-0.005
0.005	-0.005
0.005	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.005	-0.005
0.005	-0.005
0.005	-0.005
0.000	-0.010
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	0.000
0.005	0.000
0.005	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	0.000
0.005	0.000
0.005	-0.005
0.000	-0.005
0.005	0.000
0.005	0.000
0.005	0.000
0.005	0.000
0.005	-0.005
0.000	-0.005
0.000	-0.005
0.005	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.010
0.000	-0.005
0.005	-0.005
0.005	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	0.000
0.000	0.000
0.005	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.005	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.005	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	0.000
0.005	0.000
0.000	0.000
0.000	0.000
0.000	0.000
0.005	0.000
0.005	-0.005
0.000	-0.005
0.000	0.000
0.005	-0.005
0.000	-0.005
0.000	-0.005
0.005	0.000
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	0.000
0.005	0.000
0.000	0.000
0.005	-0.005
0.000	-0.005
0.005	0.000
0.005	-0.005
0.005	-0.005
0.000	-0.005
0.000	0.000
0.005	0.000
0.000	-0.005
0.005	-0.005
0.005	0.000
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	0.000
0.005	-0.005
0.000	-0.005
0.000	-0.005
0.000	0.000
0.005	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	0.000
0.005	-0.005
0.000	-0.005
0.000	0.000
0.005	-0.005
0.000	0.000
0.005	-0.005
0.005	0.000
0.005	0.000
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	0.000
0.000	-0.005
0.000	-0.005
0.005	-0.005
0.000	-0.005
0.000	-0.005
0.000	0.000
0.005	0.000
0.000	0.000
0.005	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.005	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.000	0.000
0.005	-0.005
0.000	-0.005
0.005	-0.005
0.000	-0.005
0.000	-0.005
0.000	0.000
0.000	0.000
0.005	-0.005
0.000	-0.005
0.000	-0.005
0.000	-0.005
0.005	0.000
0.005	-0.005
0.000	-0.005
0.000	-0.005
0.005	-0.005
0.000	-0.005
0.005	-0.005
0.000	0.000
0.005	-0.005
0.000	-0.010
0.000	-0.005
0.000	-0.005
0.005	-0.005
0.000	-0.005
0.005	-0.005
0.000	-0.005
